Year,Item.Group,Product.Classification,customer_category,Actual Margin
2020,Const Supplies CS/SD,HANMAG,Good,18.854607398358283
2020,Const Supplies CS/SD,HANMIC,Better,16.899083788310577
2020,Const Supplies CS/SD,HANMIC,Good,13.22599661319062
2020,Const Supplies CS/SD,HANMIS,Best,29.253109297512218
2020,Const Supplies CS/SD,HANMIS,Better,19.080853946736777
2020,Const Supplies CS/SD,HANMIS,Good,26.08741553205616
2020,Const Supplies CS/SD,HANNUT,Best,20.86904437047748
2020,Const Supplies CS/SD,HANNUT,Better,23.287031000234954
2020,Const Supplies CS/SD,HANNUT,Good,20.006383966954214
2020,Const Supplies CS/SD,HANPIC,Best,23.499165654157792
2020,Const Supplies CS/SD,HANPIC,Good,14.990791896869245
2020,Const Supplies CS/SD,HANPIN,Best,22.606528106290686
2020,Const Supplies CS/SD,HANPIN,Better,21.260082296632635
2020,Const Supplies CS/SD,HANPIN,Good,20.133629267944688
2020,Const Supplies CS/SD,HANPLI,Best,14.54675022415532
2020,Const Supplies CS/SD,HANPLI,Better,20.829858239041457
2020,Const Supplies CS/SD,HANPLI,Good,19.450859514793954
2020,Const Supplies CS/SD,HANPLU,Best,15.163934426229513
2020,Const Supplies CS/SD,HANPLU,Better,-3.0325485332766844
2020,Const Supplies CS/SD,HANPLU,Good,10.978782042332213
2020,Const Supplies CS/SD,HANPRT,Best,19.90538464331935
2020,Const Supplies CS/SD,HANPRT,Better,23.48212710036144
2020,Const Supplies CS/SD,HANPRT,Good,24.86877487032603
2020,Const Supplies CS/SD,HANPUM,Better,27.68570033832353
2020,Const Supplies CS/SD,HANPUM,Good,26.307610205601602
2020,Const Supplies CS/SD,HANPUN,Best,-219.40435313762885
2020,Const Supplies CS/SD,HANPUN,Better,24.857580679062274
2020,Const Supplies CS/SD,HANPUN,Good,25.59639824015281
2020,Const Supplies CS/SD,HANRAT,Best,20.14673060575164
2020,Const Supplies CS/SD,HANRAT,Better,20.60551884780974
2020,Const Supplies CS/SD,HANRAT,Good,21.6315482644171
2020,Const Supplies CS/SD,HANRUL,Best,18.4659090909091
2020,Const Supplies CS/SD,HANRUL,Better,20.716555689263274
2020,Const Supplies CS/SD,HANRUL,Good,18.52031089068666
2020,Const Supplies CS/SD,HANSAW,Good,23.119920296425416
2020,Const Supplies CS/SD,HANSCB,Better,19.058295964125563
2020,Const Supplies CS/SD,HANSCB,Good,37.18441586987581
2020,Const Supplies CS/SD,HANSCP,Better,17.72793877364431
2020,Const Supplies CS/SD,HANSCP,Good,31.74193441499121
2020,Const Supplies CS/SD,HANSCR,Best,21.118492097635354
2020,Const Supplies CS/SD,HANSCR,Better,21.62372928427732
2020,Const Supplies CS/SD,HANSCR,Good,22.773133975902645
2020,Const Supplies CS/SD,HANSHM,Best,33.564245810055866
2020,Const Supplies CS/SD,HANSHM,Better,22.20353812359046
2020,Const Supplies CS/SD,HANSHM,Good,33.717730984687734
2020,Const Supplies CS/SD,HANSHO,Best,28.43409549417252
2020,Const Supplies CS/SD,HANSHO,Better,26.567175196148355
2020,Const Supplies CS/SD,HANSHO,Good,16.841249504175007
2020,Const Supplies CS/SD,HANSNI,Best,16.862155898456535
2020,Const Supplies CS/SD,HANSNI,Better,28.316393688955674
2020,Const Supplies CS/SD,HANSNI,Good,23.734935308466667
2020,Const Supplies CS/SD,HANSOC,Best,19.723273186836828
2020,Const Supplies CS/SD,HANSOC,Better,22.579467627251955
